"","cieloDespejado","multinube","nube"
"1",3.4130780477426e-06,0.327241867780685,0.672800660133362
"2",0.000819385750219226,0.178007513284683,0.822537958621979
"3",0.00082845677388832,0.179759785532951,0.820978939533234
"4",0.109071016311646,0.00385680887848139,0.990580976009369
"5",0.000828432326670736,0.179823115468025,0.820915043354034
"6",2.41454235947458e-05,0.261913329362869,0.738042771816254
"7",0.00082847336307168,0.179701119661331,0.821038365364075
"8",0.000828457588795573,0.179758623242378,0.820980191230774
"9",0.000828493852168322,0.179621785879135,0.821118652820587
"10",0.000828472606372088,0.179694801568985,0.821044683456421
"11",0.00082845677388832,0.179760381579399,0.82097852230072
"12",0.00082845677388832,0.179760351777077,0.82097852230072
"13",0.000823459820821881,0.179040253162384,0.821593880653381
"14",1.6419271560153e-05,9.86059458227828e-05,0.999845385551453
"15",0.0263693910092115,0.00137876300141215,0.997364699840546
"16",0.00078280147863552,0.00888646952807903,0.991496622562408
"17",0.000828457588795573,0.179756760597229,0.820982038974762
"18",0.000828463875222951,0.17973567545414,0.821003496646881
"19",1.41881419040146e-05,0.000553590652998537,0.999109148979187
"20",0.00177790643647313,0.0107585173100233,0.988986611366272
"21",0.000828479649499059,0.179681405425072,0.821058392524719
"22",3.86767760574003e-06,0.306683659553528,0.692243993282318
"23",0.000942733662668616,0.0186156164854765,0.982048332691193
"24",0.000828459102194756,0.17974990606308,0.820989012718201
"25",0.00082854920765385,0.180043891072273,0.820693373680115
"26",2.43478507400141e-06,0.414124399423599,0.588183224201202
"27",0.000828519929200411,0.179539054632187,0.821202278137207
"28",0.000656756747048348,0.00655305804684758,0.993534803390503
"29",0.000828457588795573,0.179759085178375,0.820979654788971
"30",0.000828517600893974,0.179556161165237,0.821184873580933
"31",1.42908593261382e-05,0.00051334936870262,0.999175071716309
"32",2.44055456732895e-07,0.854359686374664,0.154407382011414
"33",1.58512229972985e-05,0.000151420317706652,0.999790132045746
"34",0.000828455144073814,0.179763868451118,0.820974886417389
"35",0.000803462113253772,0.0104685826227069,0.990024209022522
"36",3.86121337214718e-06,0.306168854236603,0.692715883255005
"37",0.000646700151264668,0.00637957639992237,0.993692636489868
"38",8.80689367477316e-06,5.0177113735117e-05,0.999923408031464
"39",0.000828484422527254,0.179660111665726,0.821079969406128
"40",0.000828456017188728,0.179762527346611,0.820976257324219
"41",0.0008284070645459,0.179915502667427,0.820821464061737
"42",2.18655259232037e-05,0.264525353908539,0.735402166843414
"43",0.000134210102260113,0.900324404239655,0.105632171034813
"44",0.000804218114353716,0.185447797179222,0.815415978431702
"45",0.000810496625490487,0.0112400446087122,0.989319622516632
"46",0.00082845677388832,0.179760426282883,0.82097852230072
"47",0.000828458345495164,0.179752692580223,0.820986211299896
"48",0.000105914659798145,0.606902241706848,0.407321184873581
