"";"MSETrain";"MSEValid"
"1";0,0577364992627911;0,0613220349480124
"2";0,0568534940831801;0,059768097821404
"3";0,0534491265988817;0,0520376317641314
"4";0,0364571186140472;0,0273819328756893
"5";0,0242465554031671;0,0238037917193244
"6";0,0231032696892233;0,0231899306353401
"7";0,0225614824482039;0,0227958858714384
"8";0,0221605383181104;0,0224946728874655
"9";0,0218521925982307;0,0222549416037167
"10";0,021608294318704;0,0220587427475873
"11";0,0214095470952053;0,0218934631347656
"12";0,0212430662267348;0,0217501875933479
"13";0,0210996964398552;0,0216228417789235
"14";0,0209732833563113;0,0215072744032916
"15";0,0208595754586014;0,0214006603465361
"16";0,0207556870404412;0,0213012111888212
"17";0,0206596165077359;0,021207654616412
"18";0,0205699636421952;0,0211191401762121
"19";0,0204855989942364;0,0210350283454446
"20";0,0204059705547258;0,0209548770680147
"21";0,0203304784438189;0,0208783116060145
"22";0,0202585646685432;0,0208050671745749
"23";0,0201900422339346;0,0207348408418543
"24";0,0201244877833946;0,0206674351411707
"25";0,0200617427451938;0,0206026413861443
"26";0,0200015498142616;0,0205403271843405
"27";0,0199436845966414;0,0204802793615005
"28";0,0198880453670726;0,0204223902085248
"29";0,0198344630821078;0,020366491429946
"30";0,0197828225528493;0,0203124192181756
"31";0,0197329876469631;0,0202601444019991
"32";0,0196848252240349;0,020209498685949
"33";0,0196382589901195;0,0201603855806239
"34";0,0195931558048024;0,0201127400117762
"35";0,0195494902367685;0,0200664497824276
"36";0,0195071815041935;0,0200214991850011
"37";0,0194660396201938;0,0199776615816004
"38";0,0194262067009421;0,0199349998025333
"39";0,0193874284332874;0,0198934263341567
"40";0,0193496823778339;0,0198528087840361
"41";0,0193129700305415;0,0198131763233858
"42";0,0192771447873583;0,0197744234870462
"43";0,0192423517563764;0,0197364403219784
"44";0,0192083216648476;0,0196992739509134
"45";0,0191750679764093;0,0196628233965705
"46";0,0191425473082299;0,0196270796831916
"47";0,0191107132855584;0,019591890222886
"48";0,0190796092912263;0,0195573066262638
"49";0,0190490124272365;0,0195233221615062
"50";0,0190190812653186;0,0194898111679975
"51";0,0189897828943589;0,0194567467184628
"52";0,0189608809527229;0,0194241624719956
"53";0,0189324936212278;0,0193919372558594
"54";0,0189044967352175;0,0193601159488454
"55";0,018876963596718;0,0193286087933709
"56";0,0188498702703738;0,0192974584242877
"57";0,0188231120390051;0,0192666154749253
"58";0,0187967128379672;0,0192359946755802
"59";0,0187705814137178;0,0192057284186868
"60";0,0187449032652612;0,0191756663602941
"61";0,018719461478439;0,0191459184534409
"62";0,0186942859724456;0,0191163635253906
"63";0,0186695278392119;0,0190870980655446
"64";0,018644941741345;0,0190580233405618
"65";0,0186206518435011;0,019029276230756
"66";0,0185966985365924;0,0190007602467256
"67";0,018573029462029;0,0189725023157456
"68";0,0185496506036497;0,0189445742438821
"69";0,0185266307756013;0,0189169468599207
"70";0,0185039191152535;0,0188896426032571
"71";0,0184815245983647;0,0188626367905561
"72";0,01845947265625;0,0188360236672794
"73";0,0184377602969899;0,0188097807940315
"74";0,018416451846852;0,0187839889526367
"75";0,0183955787209903;0,0187585415559656
"76";0,0183750302183862;0,0187335530449362
"77";0,0183548691693474;0,0187090290293974
"78";0,0183351673799403;0,0186849459479837
"79";0,0183159652410769;0,0186614092658548
"80";0,0182971206365847;0,0186382686390596
"81";0,0182787442674824;0,0186157058267032
"82";0,0182608376297296;0,0185935850704418
"83";0,0182433453728171;0,0185720297869514
"84";0,0182262989118987;0,018550968170166
"85";0,0182096518722235;0,018530397976146
"86";0,0181934446447036;0,0185103607177734
"87";0,0181777385636872;0,018490805906408
"88";0,0181623571059283;0,0184717335420496
"89";0,018147413964365;0,0184531582103056
"90";0,018132817885455;0,0184350137149586
"91";0,0181186855540556;0,0184174088870778
"92";0,0181049900428922;0,0184002057243796
"93";0,018091469559015;0,0183833907632267
"94";0,0180783709357767;0,0183670189801384
"95";0,0180655685125613;0,0183510589599609
"96";0,0180531311035156;0,0183354815314798
"97";0,0180409165924671;0,0183202575234806
"98";0,018029016232958;0,0183054295708151
"99";0,0180172909007353;0,0182909124037799
"100";0,0180058692483341;0,0182767699746525
"101";0,0179946585262523;0,0182628351099351
"102";0,0179837799072266;0,0182492390800925
"103";0,0179730239568972;0,0182359964707318
"104";0,0179624041389017;0,0182229479621438
"105";0,0179521134320427;0,018210184433881
"106";0,0179418960272097;0,0181976576412425
"107";0,0179318147547105;0,0181853821698357
"108";0,0179219653559666;0,0181733445560231
"109";0,0179121847713695;0,0181614987990435
"110";0,0179026300766889;0,0181498864117791
"111";0,0178931172688802;0,018138412026798
"112";0,0178838243671492;0,0181271799872903
"113";0,0178745838240081;0,0181161252190085
"114";0,01786543154249;0,0181052365022547
"115";0,0178563854741115;0,0180944925196031
"116";0,0178473992441215;0,0180839527354521
"117";0,0178385730818206;0,0180735442217659
"118";0,0178297962861903;0,0180632669785443
"119";0,0178210613774318;0,0180531434451832
"120";0,0178125;0,0180431051815257
"121";0,0178038892558977;0,0180332722383387
"122";0,0177954296037263;0,0180234942716711
"123";0,0177870058545879;0,0180138184042538
"124";0,017778595569087;0,0180043242959415
"125";0,0177702675613703;0,0179948761883904
"126";0,0177620173435585;0,0179855649611529
"127";0,0177537701176662;0,0179763333937701
"128";0,0177455887140012;0,0179672028036679
"129";0,0177374910840801;0,0179581507514505
"130";0,0177294263652727;0,0179491963106043
"131";0,0177213556626264;0,017940310309915
"132";0,0177132999195772;0,0179314871395335
"133";0,0177052621280446;0,017922784019919
"134";0,017697302126417;0,017914098851821
"135";0,0176894019631779;0,0179054899776683
"136";0,0176815017999387;0,0178969472997329
"137";0,0176736285639744;0,0178884854036219
"138";0,0176657702876072;0,0178800717522116
"139";0,0176579748415479;0,0178716906379251
"140";0,0176501449884153;0,0178633970372817
"141";0,0176423300948797;0,017855157291188
"142";0,0176346259023629;0,0178469545700971
"143";0,0176268484078202;0,017838778776281
"144";0,0176191726385378;0,0178306938620175
"145";0,0176114175833908;0,0178226145576028
"146";0,0176037507898667;0,0178145520827349
"147";0,0175960675407858;0,0178065659018124
"148";0,0175884067311006;0,0177986616246841
"149";0,0175808042638442;0,0177907214445226
"150";0,0175732347077014;0,0177828362408806
"151";0,0175656068091299;0,0177750172334559
"152";0,0175580163095512;0,0177672240313362
"153";0,017550454233207;0,01775951609892
"154";0,0175429624669692;0,0177517531899845
"155";0,0175354751886106;0,0177440800386317
"156";0,0175279639748966;0,0177364068872788
"157";0,0175204752005783;0,0177288223715389
"158";0,01751298642626;0,017721201952766
"159";0,0175055619782093;0,0177136668036966
"160";0,0174982063443053;0,0177061372644761
"161";0,0174908312629251;0,0176986739214729
"162";0,0174834905886183;0,0176912004807416
"163";0,01747615739411;0,0176838022119859
"164";0,0174688855339499;0,0176764185288373
"165";0,0174616091859107;0,0176690460653866
"166";0,0174544001560585;0,0176617801890654
"167";0,0174471641989315;0,0176545199225931
"168";0,017440029967065;0,017647252924302
"169";0,017432949589748;0,0176400476343491
"170";0,0174258288215188;0,0176328804913689
"171";0,0174188008027918;0,0176257402756635
"172";0,0174117802638634;0,0176186572804171
"173";0,0174047283097809;0,017611572041231
"174";0,0173977990243949;0,0176045776815975
"175";0,0173909250895182;0,0175975855659036
"176";0,0173840885536343;0,0175906091577866
"177";0,0173772714652267;0,0175836967019474
