"","cieloDespejado","multinube","nube"
"1",9.36853975872509e-05,0.17292907834053,0.823571741580963
"2",5.75059675611556e-06,0.145077049732208,0.850646197795868
"3",5.85905763728078e-06,0.12121956050396,0.876031160354614
"4",0.00670003797858953,0.00789543800055981,0.972544491291046
"5",1.97133049368858e-05,0.333038538694382,0.681544661521912
"6",9.19201647775481e-06,0.528690695762634,0.478247135877609
"7",1.78565951500786e-05,0.576885521411896,0.440968662500381
"8",6.06317826168379e-06,0.14822892844677,0.848081290721893
"9",1.48553726830869e-05,0.537368714809418,0.469987273216248
"10",1.76709108927753e-05,0.663608312606812,0.345422446727753
"11",0.000960744102485478,0.0238106325268745,0.973208367824554
"12",0.000192657244042493,0.103989101946354,0.891924560070038
"13",5.55592896489543e-06,0.130646675825119,0.865868508815765
"14",7.11538677933277e-06,0.206582844257355,0.790757179260254
"15",7.21606920706108e-05,0.217132344841957,0.776970028877258
"16",1.00125089375069e-05,0.3531713783741,0.648424386978149
"17",5.22582522535231e-05,0.292913287878036,0.707026958465576
"18",5.93586673858226e-06,0.132885441184044,0.864904940128326
"19",1.97241188288899e-05,0.859452426433563,0.142258435487747
"20",0.000761274306569248,0.0290871132165194,0.967716157436371
"21",7.96476069808705e-06,0.328941196203232,0.67070746421814
"22",0.000238426204305142,0.0813398882746696,0.919062256813049
"23",8.35804821690544e-05,0.209002241492271,0.77794075012207
"24",9.87487001111731e-05,0.184179157018661,0.800054728984833
"25",5.59149520995561e-06,0.143842652440071,0.852088332176208
"26",6.4225765527226e-05,0.240169808268547,0.75321090221405
"27",1.18178440970951e-05,0.343998849391937,0.661099374294281
"28",8.90121445991099e-05,0.191051170229912,0.802120685577393
"29",9.86116865533404e-05,0.132610812783241,0.879896223545074
"30",8.58692947076634e-05,0.178824916481972,0.827214777469635
"31",0.000178262460394762,0.108810052275658,0.887731730937958
"32",9.53291964833625e-06,0.539591252803802,0.462672501802444
"33",0.998827159404755,9.08155561774038e-05,0.00693758064880967
"34",0.000171473089721985,0.119572356343269,0.864629566669464
"35",2.45763621933293e-05,0.766907751560211,0.236842259764671
"36",0.000701113254763186,0.0330817699432373,0.959303975105286
"37",7.81486050982494e-06,0.356535762548447,0.642086684703827
"38",0.000409381464123726,0.0562663450837135,0.927381575107574
"39",1.38650057124323e-05,0.46741995215416,0.547064006328583
"40",0.00119920447468758,0.0201263148337603,0.974660813808441
"41",6.62696857034462e-06,0.234431892633438,0.762377381324768
"42",0.000109166503534652,0.151602953672409,0.84806364774704
"43",1.79114613274578e-05,0.561796903610229,0.445807188749313
"44",5.68106916034594e-05,0.225855827331543,0.79159414768219
"45",0.00022725822054781,0.092207133769989,0.897477865219116
"46",3.59066070814151e-05,0.513644456863403,0.507082045078278
"47",2.81590546364896e-05,0.451539516448975,0.555364012718201
"48",8.73575991136022e-05,0.182926580309868,0.813977062702179
"49",7.35757612346788e-06,0.303656458854675,0.693599939346313
"50",0.00010626508446876,0.167698502540588,0.824331402778625
"51",2.86443282675464e-05,0.54332423210144,0.462888479232788
"52",0.000313992524752393,0.0584893375635147,0.945486783981323
"53",1.06546758615877e-05,0.57116824388504,0.435822546482086
"54",6.99145602993667e-05,0.22620914876461,0.765461146831512
"55",6.88780846758164e-06,0.25475001335144,0.741125881671906
"56",0.000101324541901704,0.149274259805679,0.853745937347412
"57",9.2674763436662e-06,0.529931485652924,0.471790075302124
"58",7.00075270287925e-06,0.224131464958191,0.772207379341125
"59",0.000117835006676614,0.151458442211151,0.850075304508209
"60",6.33792251392151e-06,0.163251325488091,0.833437502384186
"61",0.000531337922438979,0.0422055944800377,0.951141953468323
"62",8.85222925717244e-06,0.325416743755341,0.674019038677216
"63",5.94126649957616e-05,0.230446398258209,0.780062913894653
"64",6.94900927555864e-06,0.272631585597992,0.7246333360672
"65",5.82869006393594e-06,0.16064178943634,0.836026191711426
"66",9.26101802178891e-06,0.411314517259598,0.589457392692566
"67",4.31545267929323e-05,0.204540848731995,0.8034987449646
"68",0.000127619889099151,0.153819337487221,0.826855003833771
"69",6.81169331073761e-06,0.182212129235268,0.81458181142807
"70",0.000493085826747119,0.0424679629504681,0.956245124340057
"71",0.000991634791716933,0.0245033390820026,0.967437028884888
"72",7.11360235072789e-06,0.291688293218613,0.708101451396942
"73",0.000432714790804312,0.0532825365662575,0.931435585021973
"74",2.62629982898943e-05,0.835026323795319,0.163687497377396
"75",6.67049107505591e-06,0.211122035980225,0.785930514335632
"76",0.999471843242645,6.94766422384419e-05,0.00475854799151421
"77",1.5733421605546e-05,0.538087010383606,0.468611687421799
"78",9.57332485995721e-06,0.423376262187958,0.576956212520599
"79",1.4157528312353e-05,0.680878818035126,0.325121462345123
"80",6.7694294557441e-05,0.27277746796608,0.705595850944519
"81",0.000200029098778032,0.0982791483402252,0.89844012260437
"82",0.000245761650148779,0.0844526663422585,0.908674240112305
"83",0.000297360529657453,0.0646185502409935,0.940366268157959
"84",7.63546813686844e-06,0.246396347880363,0.750286400318146
"85",8.33346421131864e-05,0.225164502859116,0.765459001064301
"86",0.000101487472420558,0.172573924064636,0.828125536441803
"87",0.00228863721713424,0.0129824364557862,0.978604078292847
"88",3.13040181936231e-05,0.504806160926819,0.510566830635071
"89",8.45894901431166e-05,0.20810554921627,0.780032455921173
"90",8.51716868055519e-06,0.282628506422043,0.718151152133942
"91",5.22514119438711e-06,0.114838771522045,0.880982100963593
"92",0.998673319816589,9.46849177125841e-05,0.00741772726178169
"93",1.34426854856429e-05,0.317317128181458,0.689438700675964
"94",4.3487500079209e-05,0.318498015403748,0.701089859008789
"95",9.18885998544283e-05,0.168437764048576,0.835579574108124
"96",6.70518011247623e-06,0.24046990275383,0.756343364715576
"97",7.43659074942116e-06,0.26529335975647,0.732948660850525
"98",7.81669405114371e-06,0.376584857702255,0.623400747776031
"99",5.45029251952656e-06,0.131034150719643,0.864889562129974
"100",4.37055168731604e-05,0.512474536895752,0.481820613145828
"101",0.000595045392401516,0.0382927060127258,0.954135179519653
"102",0.000157066955580376,0.0604249462485313,0.949803948402405
"103",1.36511189339217e-05,0.862510323524475,0.139377161860466
"104",0.000153780289110728,0.129716977477074,0.855784952640533
"105",0.000380389537895098,0.0518628880381584,0.948998034000397
"106",5.79883198952302e-05,0.286458283662796,0.709836542606354
"107",4.85858399770223e-05,0.126974433660507,0.88078510761261
"108",0.0013348120264709,0.0185833163559437,0.975531876087189
"109",0.000543373578693718,0.0400374978780746,0.957003891468048
"110",5.79445531911915e-06,0.141764119267464,0.855019509792328
"111",1.53317214426352e-05,0.274232804775238,0.731908321380615
"112",0.000149484345456585,0.138107255101204,0.836645543575287
"113",2.24106734094676e-05,0.590466678142548,0.414510309696198
"114",8.49775369715644e-06,0.418792456388474,0.578619241714478
"115",0.999453663825989,7.02865072526038e-05,0.00481175957247615
"116",3.18762140523177e-05,0.219181522727013,0.791474640369415
"117",0.940454423427582,0.00039192708209157,0.0963610932230949
"118",0.000421111762989312,0.0522885397076607,0.940392911434174
"119",2.80152453342453e-05,0.118380263447762,0.888790428638458
"120",0.00176686828490347,0.0148564521223307,0.979166984558105
"121",9.69466345850378e-05,0.18497958779335,0.80069899559021
"122",6.28167845206917e-06,0.164230450987816,0.832401812076569
"123",0.000507342687342316,0.0448470860719681,0.946123540401459
"124",1.22793289847323e-05,0.773335695266724,0.235639557242393
"125",0.000536968698725104,0.0395110212266445,0.959818065166473
"126",0.00106259423773736,0.0226965192705393,0.970753788948059
"127",6.96080096531659e-05,0.0839275121688843,0.924989938735962
"128",9.62032790994272e-05,0.20358969271183,0.76272577047348
"129",9.12814430193976e-05,0.112772077322006,0.89606785774231
"130",5.85090583626879e-06,0.121553756296635,0.875583946704865
"131",0.99729460477829,0.000121248558571097,0.0111497845500708
"132",0.000244867493165657,0.0832073464989662,0.911981642246246
"133",7.19020999895292e-06,0.194945454597473,0.803050398826599
"134",0.0117261242121458,0.00646879291161895,0.961236357688904
"135",1.01511695902445e-05,0.651252150535583,0.358164548873901
"136",0.00998009275645018,0.00674650073051453,0.967959582805634
"137",0.000210921658435836,0.0939516723155975,0.903485417366028
"138",4.51830819656607e-05,0.340607136487961,0.678385376930237
"139",5.66381313547026e-05,0.24357233941555,0.760139346122742
"140",0.000570474192500114,0.0383977852761745,0.957858920097351
"141",0.000123154415632598,0.137233480811119,0.863722264766693
"142",5.68476070839097e-06,0.14464282989502,0.85172975063324
"143",8.41510118334554e-05,0.213286548852921,0.766557931900024
"144",6.60102568872389e-06,0.120516665279865,0.880167007446289
"145",7.01472708897199e-06,0.24843567609787,0.749341905117035
"146",7.85644006100483e-05,0.176307395100594,0.832881808280945
"147",2.74295707640704e-05,0.737887740135193,0.263985991477966
"148",0.997880339622498,0.000111266846943181,0.00972991343587637
"149",0.000221242065890692,0.0964752584695816,0.887915730476379
"150",1.41511845868081e-05,0.197446122765541,0.806074559688568
"151",0.00213527516461909,0.0130562633275986,0.980806350708008
"152",5.8788655223907e-06,0.159301578998566,0.836514472961426
"153",7.5895359259448e-06,0.311750262975693,0.689301133155823
"154",0.143935859203339,0.00230630324222147,0.789779782295227
"155",0.00014278145681601,0.110220767557621,0.895883798599243
"156",6.70830831950298e-06,0.187595531344414,0.809052884578705
"157",5.19742434335058e-06,0.112777464091778,0.883162379264832
"158",5.59836043976247e-05,0.270366370677948,0.729611098766327
"159",5.90451554671745e-06,0.153091505169868,0.842807710170746
"160",0.000213851250009611,0.101102747023106,0.877659499645233
"161",5.56772511117742e-06,0.131779670715332,0.864304959774017
"162",0.000316055811708793,0.0682388916611671,0.923258006572723
"163",7.90590001997771e-06,0.379752099514008,0.623236954212189
"164",0.000307545094983652,0.0713262856006622,0.916644275188446
"165",0.00134737370535731,0.0186100415885448,0.974855542182922
"166",0.00110980484168977,0.0210559256374836,0.975416302680969
"167",9.46172986004967e-06,0.210094839334488,0.789327025413513
"168",0.000531544850673527,0.0443927198648453,0.940791428089142
"169",7.70024198573083e-05,0.229823276400566,0.749709069728851
"170",0.00115671427920461,0.0214735623449087,0.970913290977478
"171",7.24013225408271e-05,0.225913032889366,0.770547866821289
"172",1.46910733747063e-05,0.0731019228696823,0.929840922355652
"173",5.73775605516857e-06,0.13847653567791,0.857982337474823
"174",8.32920632092282e-05,0.208153128623962,0.777988851070404
"175",5.32164131072932e-06,0.120968826115131,0.874945998191833
"176",0.998009920120239,0.000108831300167367,0.0093762194737792
