"","MSETrain","MSETest"
"1",0.487196174252875,0.445417265652278
"2",0.441879669529798,0.439066924196382
"3",0.438806753619453,0.437769543525227
"4",0.437983516423676,0.437296606308921
"5",0.437648532115837,0.437078039073411
"6",0.437484117245586,0.436963896511653
"7",0.437394634941697,0.436899664681717
"8",0.43734205167976,0.436861176730534
"9",0.437310144360624,0.436837606589887
"10",0.437289695314315,0.436822646157036
"11",0.437276081524817,0.436812800402082
"12",0.437267090751336,0.436806151320814
"13",0.437260425666894,0.436801675977654
"14",0.437256086271492,0.436798521926283
"15",0.437252484289687,0.436796390810492
"16",0.437249591359419,0.436794728540175
"17",0.437247577653055,0.436793620359964
"18",0.437246046101737,0.436792725291332
"19",0.437244372740111,0.436791915467332
"20",0.437243465154144,0.436791787600384
"21",0.437242047051072,0.436791190887963
"22",0.437241224551289,0.436790764664804
"23",0.437240231879139,0.436790551553225
"24",0.437239239206988,0.436790466308594
"25",0.437238473431328,0.436790210574699
"26",0.437237934552161,0.436789826973856
"27",0.437236828431764,0.436789741729225
"28",0.437236119380228,0.43678948599533
"29",0.437235495414876,0.436789400750698
"30",0.437234843087462,0.436789358128382
"31",0.437234190760049,0.436789145016803
"32",0.437233396622328,0.43678897452754
"33",0.437232942829345,0.436788931905224
"34",0.437232205415747,0.436788718793645
"35",0.437231836708948,0.436788761415961
"36",0.437230844036797,0.436788676171329
"37",0.437230248433507,0.436788590926698
"38",0.437229681192278,0.436788505682066
"39",0.43722894377868,0.436788292570487
"40",0.437228433261574,0.436788335192803
"41",0.437227610761791,0.436788122081224
"42",0.437227213692931,0.43678816470354
"43",0.437226362831087,0.436788036836592
"44",0.437225909038104,0.436787738480381
"45",0.437225285072752,0.436787781102697
"46",0.43722446257297,0.43678765323575
"47",0.437223866969679,0.43678765323575
"48",0.437223441538758,0.436787397501855
"49",0.437222448866607,0.436787440124171
"50",0.4372219383495,0.436787440124171
"51",0.437221229297964,0.436787227012592
"52",0.437220605332612,0.43678714176796
"53",0.437219924643137,0.436786843411749
"54",0.437219215591601,0.436787013901013
"55",0.437218761798618,0.436787013901013
"56",0.437218052747081,0.436786886034065
"57",0.437217513867914,0.436786672922486
"58",0.437216918264623,0.436786545055539
"59",0.437216067402779,0.436786545055539
"60",0.437215358351243,0.436786459810907
"61",0.437214791110014,0.436786331943959
"62",0.437214053696416,0.436786289321644
"63",0.437213770075802,0.436786033587749
"64",0.437213089386327,0.436786033587749
"65",0.43721218180036,0.436785948343117
"66",0.437211728007377,0.43678582047617
"67",0.437211217490271,0.436785649986906
"68",0.437210451714611,0.436785777853854
"69",0.437209827749259,0.436785564742275
"70",0.437209402318338,0.43678530900838
"71",0.437208551456494,0.436785394253012
"72",0.437207927491142,0.436785522119959
"73",0.437207558784343,0.43678530900838
"74",0.437206679560438,0.436785053274485
"75",0.437206112319209,0.436785138519117
"76",0.43720554507798,0.436784968029853
"77",0.437204977836751,0.436785010652169
"78",0.437203928440477,0.436784840162906
"79",0.437203503009555,0.436784627051327
"80",0.437202708871834,0.436784541806695
"81",0.437202113268544,0.436784627051327
"82",0.437201631113499,0.436784456562064
"83",0.437201092234331,0.436784456562064
"84",0.437200439906918,0.436784328695116
"85",0.437199787579505,0.436784200828169
"86",0.437199248700337,0.43678398771659
"87",0.437198653097046,0.436783817227326
"88",0.437197915683449,0.436783859849642
