"";"pred";"obs"
"1";0,431851893663406;0,373608768623635
"2";0,34500578045845;0,354845959398106
"3";0,433377772569656;0,342474876392262
"4";0,227301210165024;0,21422798256502
"5";0,398022949695587;0,40288699840413
"6";0,37204921245575;0,179588950148659
"7";0,487321019172668;0,560824491445396
"8";0,397463113069534;0,379588125409792
"9";0,185536578297615;0,148248873200523
"10";0,264070421457291;0,301444117756215
"11";0,388449996709824;0,309897691143542
"12";0,362153202295303;0,295877130403586
"13";0,437006831169128;0,430515750450514
"14";0,208184346556664;0,159176663189018
"15";0,29402357339859;0,195877542773019
"16";0,336189448833466;0,278351429478641
"17";0,246520042419434;0,304124519074148
"18";0,374929279088974;0,390103545964759
"19";0,560032725334167;0,544535898821036
"20";0,477336525917053;0,493195904346786
"21";0,289805173873901;0,239794887443763
"22";0,351735949516296;0,348866602611948
"23";0,302967488765717;0,198764128807716
"24";0,286217123270035;0,226805250287628
"25";0,328468292951584;0,469278477202156
"26";0,209010988473892;0,0793831778013287
"27";0,508032917976379;0,468041368901572
"28";0,238904044032097;0,388454068230646
"29";0,20137844979763;0,201032160692121
"30";0,479465305805206;0,514020560739956
"31";0,201776653528214;0,242062919328168
"32";0,347968518733978;0,264949422888978
"33";0,377568304538727;0,356289252415454
"34";0,207320004701614;0,160619956206366
"35";0,476023465394974;0,509278312254382
"36";0,24613556265831;0,201032160692121
"37";0,317355066537857;0,400412781802962
"38";0,60189950466156;0,624123199491961
"39";0,568376183509827;0,463711489849526
"40";0,0892219766974449;0,0628884004602043
"41";0,274438261985779;0,2447433206461
"42";0,522066116333008;0,504329879052045
"43";0,42138409614563;0,443505387606649
"44";0,185226261615753;0,147630319050231
"45";0,644861042499542;0,786390571585272
"46";0,0574790984392166;0,0824759485527895
"47";0,562007009983063;0,459793980231009
"48";0,364966034889221;0,409072539907052
"49";0,408914357423782;0,216496014449425
"50";0,285654842853546;0,19897031352448
"51";0,325017392635345;0,28742355701626
"52";0,525080919265747;0,354021220531049
"53";0,399174958467484;0,374021138057163
"54";0,346749991178513;0,294227652669474
"55";0,237296372652054;0,243506212345516
"56";0,117953643202782;0,208454810495627
"57";0,428459465503693;0,521030841109934
"58";0,868296921253204;0,766390654059159
"59";0,248207718133926;0,318145079814104
"60";0,52656364440918;0,482474299075055
"61";0,941406667232513;1
"62";0,304132699966431;0,247836091397561
"63";0,15740017592907;0,153609675836388
"64";0,14734673500061;0,161238510356658
"65";0,544640421867371;0,5447420835378
"66";0,0803955495357513;0,115465503235038
"67";0,548045933246613;0,517525700924945
"68";0,237575069069862;0,247629906680797
"69";0,165287956595421;0,196702281640076
"70";0,212199106812477;0,301856487189744
"71";0,838723599910736;0,804534826660509
"72";0,359352648258209;0,44103117100548
"73";0,221109181642532;0,160619956206366
"74";0,225317656993866;0,140826223397017
"75";0,540348649024963;0,507835019237034
"76";0,176319360733032;0,25897006610282
"77";0,393985837697983;0,475876388138606
"78";0,316346406936646;0,312784277178238
"79";0,390116810798645;0,359382023166915
"80";0,207853555679321;0,162475618657243
"81";0,177406892180443;0,109898515882409
"82";0,482694715261459;0,459793980231009
"83";0,237002417445183;0,333608933571408
"84";0,576817214488983;0,439587877988132
"85";0,226171389222145;0,249485569131674
"86";0,167264848947525;0,0717543432810586
"87";0,424762457609177;0,452783699861032
"88";0,660934150218964;0,806596673828149
"89";0,300548195838928;0,278351429478641
"90";0,51709395647049;0,414020973109389
"91";0,403977036476135;0,690720863006751
"92";0,158097043633461;0,252578339883134
"93";0,847072899341583;0,94391569519301
"94";0,602058470249176;0,832163578706892
"95";0,19104140996933;0,185155937501289
"96";0,46420556306839;0,355670698265162
"97";0,30256175994873;0,269279301941023
"98";0,143507748842239;0,178558026564839
"99";0,436547040939331;0,723710417688999
"100";0,564783871173859;0,503917509618517
"101";0,241692826151848;0,254434002334011
"102";0,168855935335159;0,0991769106106779
"103";0,248898327350616;0,255671110634595
"104";0,225655198097229;0,171753930911625
"105";0,193439275026321;0,193609510888615
"106";0,518560588359833;0,911957064094581
"107";0,332804709672928;0,521443210543462
"108";0,490958869457245;0,699380621110841
"109";0,164782136678696;0,114640764367982
"110";0,262559622526169;0,226805250287628
"111";0,190973877906799;0,187217784668929
"112";0,236011356115341;0,219176415767358
"113";0,403740912675858;0,252578339883134
"114";0,359537988901138;0,307011105108845
"115";0,189673557877541;0,161650879790186
"116";0,591408371925354;0,557319351260407
"117";0,498582690954208;0,400412781802962
"118";0,616723954677582;0,576906899352992
"119";0,119927078485489;0,0878367511886549
"120";0,542532324790955;0,521649395260226
"121";0,697982370853424;0,446185788924582
"122";0,10949295014143;0,105156267396835
"123";0,134228765964508;0,147836503766995
"124";0,21086248755455;0,165362204691939
"125";0,233561024069786;0,268042193640439
"126";0,229315355420113;0,161238510356658
"127";0,427215844392776;0,314639939629115
"128";0,583372414112091;0,522061764693754
"129";0,182156428694725;0,244949505362864
"130";0,78774493932724;0,984534084395528
"131";0,915331244468689;1
"132";0,471713870763779;0,293815283235945
"133";0,15622940659523;0,150104535651399
"134";0,299646615982056;0,211959950680616
"135";0,732983648777008;0,883709757897906
"136";0,445645540952682;0,845359400579791
"137";0,242444187402725;0,291341066634777
"138";0,11854962259531;0
"139";0,353800415992737;0,276908136461293
"140";0,434720069169998;0,302475041340036
"141";0,130842819809914;0,0824759485527895
"142";0,130680590867996;0,190104370703626
"143";0,406040459871292;0,436907476670199
"144";0,210790172219276;0,251135046865786
"145";0,258235275745392;0,147011764899939
"146";0,119384355843067;0,104331528529779
"147";0,403656750917435;0,294227652669474
"148";0,173712521791458;0,280207091929518
"149";0,562893152236938;0,441649725155773
"150";0,243456721305847;0,212578504830908
"151";0,492169886827469;0,511546344138787
"152";0,512278914451599;0,423093100647008
"153";0,267623275518417;0,226186696137336
"154";0,404371023178101;0,853606789250354
"155";0,279232919216156;0,171753930911625
"156";0,362691909074783;0,824328559469858
"157";0,266003459692001;0,211547581247088
"158";0,369247794151306;0,556700797110115
"159";0,240033328533173;0,158351924321962
"160";0,49216166138649;0,489072210011505
"161";0,725626587867737;0,523298872994338
"162";0,182070255279541;0,0989707258939138
"163";0,335287183523178;0,31134098416089
"164";0,806321084499359;0,732370175793089
"165";0,358369767665863;0,266186531189562
"166";0,457483202219009;0,368041781271005
"167";0,916437149047852;1
"168";0,601370811462402;0,6342262506134
"169";0,445234060287476;0,43340233648521
"170";0,333585768938065;0,520412286959641
"171";0,44694384932518;0,91752405144721
"172";0,364162504673004;0,397938565201793
"173";0,282207697629929;0,318351264530868
"174";0,413388341665268;0,311959538311182
"175";0,665104329586029;0,793813221388778
"176";0,605738997459412;0,896905579770805
"177";0,263785839080811;0,432989967051682
"178";0,81791615486145;1
"179";0,206951335072517;0,157527185454905
"180";0,622125864028931;0,530721522797844
"181";0,617318749427795;0,447835266658694
"182";0,109286583960056;0,0682492030960697
"183";0,336567372083664;0,31031006057707
"184";0,399284511804581;0,312165723027946
"185";0,559420049190521;0,560618306728632
"186";0,607431769371033;0,441443540439009
"187";0,0999568924307823;0,141857146980837
"188";0,295833379030228;0,149485981501107
"189";0,511461973190308;0,4552579164622
"190";0,366837292909622;0,350309895629296
"191";0,158755660057068;0,154640599420209
"192";0,538764595985413;0,660411709642434
"193";0,470407217741013;0,524329796578158
"194";0,290580123662949;0,283712232114507
"195";0,696154415607452;0,615051071954342
"196";0,146734490990639;0,106805745130948
"197";0,35607585310936;0,53608232543371
"198";0,584616541862488;0,528247306196675
"199";0,278111428022385;0,213815613131492
"200";0,413766950368881;0,668659098312997
"201";0,16694475710392;0,165980758842232
"202";0,313795626163483;0,355670698265162
"203";0,319800466299057;0,302062671906508
"204";0,667364597320557;0,501649477734112
"205";0,352927625179291;0,25897006610282
"206";0,383218109607697;0,412783864808805
"207";0,573868811130524;0,714019736001089
"208";0,665935575962067;0,589690351792364
"209";0,207601964473724;0,142681885847893
"210";0,15795786678791;0,268454563073967
"211";0,502747178077698;0,274640104576888
"212";0,440447926521301;0,610721192902297
"213";0,382245481014252;0,432989967051682
"214";0,194381564855576;0,114434579651218
"215";0,557945251464844;0,690720863006751
"216";0,233242645859718;0,280619461363046
"217";0,100112125277519;0,0686615725295978
"218";0,149714544415474;0,148248873200523
"219";0,668982088565826;0,525773089595507
"220";0,24062317609787;0,227629989154684
"221";0,549004375934601;0,201032160692121
"222";0,13081556558609;0,0686615725295978
"223";0,320282518863678;0,243093842911988
"224";0,756104052066803;0,678349780000907
"225";0,688374161720276;0,461443457965122
"226";0,106596648693085;0,0758780376163397
"227";0,238039538264275;0,345155277710195
"228";0,250789761543274;0,199795052391537
"229";0,355123221874237;0,465773337017167
"230";0,402317255735397;0,342474876392262
"231";0,590802550315857;0,677318856417087
"232";0,259012460708618;0,228867097455268
"233";0,651871263980865;0,816699724949588
"234";0,270341962575912;0,510309235838203
"235";0,260918080806732;0,153815860553152
"236";0,346762657165527;0,257114403651944
"237";0,476848393678665;0,532989554682249
"238";0,355197876691818;0,25897006610282
"239";0,301700234413147;0,360619131467499
"240";0,120419017970562;0,283918416831271
"241";0,388390332460403;0,316289417363227
"242";0,84684556722641;0,943709510476245
"243";0,373436212539673;0,378351017109208
"244";0,650545477867126;0,638349944948681
"245";0,548221945762634;0,490927872462382
"246";0,279394537210464;0,4684537383351
"247";0,212803363800049;0,118558273986499
"248";0,339513450860977;0,468659923051864
"249";0,602432250976562;1
"250";0,366810441017151;0,364949010519544
"251";0,392855376005173;0,561855415029216
"252";0,188565284013748;0,0954655857089249
"253";0,507474303245544;0,611133562335825
"254";0,29519909620285;0,261238097987225
"255";0,718936085700989;0,768040131793271
"256";0,290653765201569;0,276495767027765
"257";0,393507301807404;0,353608851097521
"258";0,227647170424461;0,288248295883316
"259";0,215464010834694;0,127011847373825
"260";0,186844348907471;0,105156267396835
"261";0,464086055755615;0,438556954404312
"262";0,204449996352196;0,163300357524299
"263";0,619454085826874;0,571133727283599
"264";0,269944459199905;0,143712809431714
"265";0,442909836769104;0,451958960993975
"266";0,520543873310089;0,452783699861032
"267";0,325251817703247;0,17608380996367
"268";0,213914781808853;0,163300357524299
"269";0,536175549030304;0,495051566797663
"270";0,236941173672676;0,153815860553152
"271";0,189631000161171;0,44659815835811
"272";0,187387153506279;0,364330456369252
"273";0,207916557788849;0,119383012853555
"274";0,25002458691597;0,304124519074148
"275";0,285707890987396;0,335052226588756
"276";0,591239511966705;0,630514925711647
"277";0,186241969466209;0,312784277178238
"278";0,848136901855469;0,903297305990491
"279";0,656075417995453;0,47814442002301
"280";0,590623497962952;0,341031583374914
"281";0,620374739170074;0,530721522797844
"282";0,525578498840332;0,442268279306065
"283";0,508285343647003;0,445773419491054
"284";0,690265953540802;0,47608257285537
"285";0,092672660946846;0,0927851843909922
"286";0,250829696655273;0,293402913802417
"287";0,227053135633469;0,344536723559903
"288";0,762906670570374;0,74865876841745
"289";0,210009172558784;0,200207421825065
"290";0,498035609722137;0,59154601424324
"291";0,474163055419922;0,471340324369796
"292";0,259452402591705;0,287835926449788
"293";0,107669338583946;0,0898985983562954
"294";0,293337196111679;0,34288724582579
"295";0,708725392818451;0,573814128601532
"296";0,601125597953796;0,68968993942293
"297";0,265146374702454;0,364124271652488
"298";0,503964781761169;0,314021385478823
"299";0,226221039891243;0,286805002865968
"300";0,75097119808197;0,698555882243785
"301";0,266286700963974;0,311959538311182
"302";0,854728400707245;1
"303";0,444930821657181;0,504742248485573
"304";0,517013192176819;0,410103463490872
"305";0,810916721820831;0,872369598475883
"306";0,549610733985901;0,815874986082532
"307";0,262407273054123;0,246392798380213
"308";0,525902688503265;0,418969406311727
"309";0,410280555486679;0,319588372831452
"310";0,427806496620178;0,914018911262222
"311";0,499411344528198;0,418763221594962
"312";0,15071140229702;0,0534039034890578
"313";0,211797416210175;0,176496179397198
"314";0,141474336385727;0,0686615725295978
"315";0,408130198717117;0,519793732809349
"316";0,672290682792664;0,568040956532138
"317";0,831123411655426;0,149485981501107
"318";0,671184539794922;0,552989472208362
"319";0,568171262741089;0,637731390798388
"320";0,709447860717773;0,522061764693754
"321";0,380075693130493;0,406804508022647
"322";0,636267721652985;0,651133397388052
"323";0,460525333881378;0,512989637156135
"324";0,816607475280762;1
"325";0,231569424271584;0,168248790726636
"326";0,193619847297668;0,102682050795667
"327";0,314945101737976;0,360206762033971
"328";0,475769191980362;0,705153793180234
"329";0,330134093761444;0,332990379421116
"330";0,782641887664795;0,53608232543371
"331";0,295139968395233;0,165568389408703
"332";0,500572025775909;0,350722265062825
"333";0,129654824733734;0,115465503235038
"334";0,642910480499268;0,562886338613037
"335";0,447405576705933;0,615051071954342
"336";0,430919975042343;0,753401016903023
"337";0,175142109394073;0,237733040276123
"338";0,601716160774231;0,816905909666352
"339";0,42618253827095;0,862472732071208
"340";0,66172993183136;0,760205112556237
"341";0,157981261610985;0,108249038148296
"342";0,846180319786072;1
"343";0,185457393527031;0,112785101917106
"344";0,823850512504578;0,890307668834355
"345";0,666582405567169;0,567422402381846
"346";0,503049731254578;0,406804508022647
"347";0,225579962134361;0,290516327767721
"348";0,396538823843002;0,326186283767902
"349";0,347151160240173;0,235465008391718
"350";0,18399865925312;0,166599312992524
"351";0,986218392848969;1
"352";0,241303622722626;0,185774491651581
"353";0,261391669511795;0,328660500369071
"354";0,456289619207382;0,395876718034152
"355";0,292305767536163;0,32453680603379
"356";0,311545372009277;0,458350687213661
"357";0,218627423048019;0,174640516946322
"358";0,353498160839081;0,617112919121983
"359";0,271209180355072;0,351340819213117
"360";0,216522991657257;0,24268147347846
"361";0,454527914524078;0,453608438728088
"362";0,228244051337242;0,120826305870904
"363";0,840157747268677;0,90123545882285
"364";0,343913465738297;0,407835431606468
"365";0,283685564994812;0,318145079814104
"366";0,177626386284828;0,138352006795848
"367";0,198566779494286;0,167217867142816
"368";0,392041891813278;0,314639939629115
"369";0,219962373375893;0,176289994680434
"370";0,850651443004608;0,791339004787609
"371";0,142341151833534;0,208248625778863
"372";0,582224607467651;0,663710665110659
"373";0,721603274345398;0,703091946012594
"374";0,429904013872147;0,465360967583639
"375";0,378024876117706;0,26556797703927
"376";0,168249890208244;0,118558273986499
"377";0,2719407081604;0,284536970981563
"378";0,71881228685379;0,456701209479549
"379";0,498299241065979;0,467422814751279
"380";0,303262323141098;0,309072952276485
"381";0,273146748542786;0,348041863744892
"382";0,757608354091644;0,879173694129096
