"","MSETrain","MSETest"
"1",0.487663396909916,0.443480894300673
"2",0.442290748297835,0.437318293253581
"3",0.439319006779562,0.436036639743381
"4",0.438513899648656,0.435558022393121
"5",0.438181502415037,0.435332870483398
"6",0.438017093935492,0.435213470458984
"7",0.437926933530101,0.435145144992405
"8",0.437874678570909,0.435104073418511
"9",0.437842342440642,0.435078133477105
"10",0.437821741654664,0.435061518351237
"11",0.437808074098726,0.435050031873915
"12",0.437799208657036,0.435042190551758
"13",0.437792786894786,0.435036765204536
"14",0.437788126854923,0.435032908121745
"15",0.437784944388675,0.435030025906033
"16",0.437782443879481,0.435027609931098
"17",0.437780142274427,0.435025914510091
"18",0.437778749945443,0.435024685329861
"19",0.437777329201583,0.435023413764106
"20",0.43777633468088,0.435022650824653
"21",0.43777562430895,0.435021803114149
"22",0.437774601373371,0.435021209716797
"23",0.437773805756809,0.435020616319444
"24",0.437773123799756,0.435020107693142
"25",0.437772754406352,0.435019556681315
"26",0.437771930374913,0.435019259982639
"27",0.437771418907123,0.435018581814236
"28",0.437771106343474,0.43501828511556
"29",0.437770339141789,0.435017946031359
"30",0.437769685599613,0.435017479790582
"31",0.437769259376455,0.435017225477431
"32",0.437768975227683,0.435016801622179
"33",0.437768435345016,0.435016674465603
"34",0.437767895462349,0.435016335381402
"35",0.437767298749927,0.43501591152615
"36",0.437766702037506,0.435015530056424
"37",0.437766304229225,0.435015190972222
"38",0.437766076910207,0.435014851888021
"39",0.437765508612663,0.435014639960395
"40",0.437764968729996,0.435014216105143
"41",0.437764485677083,0.435014046563043
"42",0.437763974209294,0.435013580322266
"43",0.437763576401013,0.435013326009115
"44",0.437763150177854,0.435013114081489
"45",0.437762610295187,0.435012690226237
"46",0.437762098827398,0.435012563069661
"47",0.437761814678625,0.435012181599935
"48",0.437761502114976,0.435011800130208
"49",0.43776116113645,0.435011545817057
"50",0.437760706498414,0.435011376274957
"51",0.437760308690133,0.435011037190755
"52",0.437759569903326,0.435010570949978
"53",0.437759058435536,0.435010401407878
"54",0.437758461723115,0.435010147094727
"55",0.437757950255325,0.435009765625
"56",0.437757950255325,0.435009468926324
"57",0.437757353542903,0.435009087456597
"58",0.437756955734622,0.435008875528971
"59",0.43775647268171,0.43500853644477
"60",0.437755762309779,0.435008239746094
"61",0.437755620235393,0.435008027818468
"62",0.437755194012235,0.435007646348741
"63",0.437754682544445,0.43500739203559
"64",0.437754256321287,0.435006925794813
"65",0.437753773268375,0.435006713867187
"66",0.437753318630339,0.435006417168511
"67",0.437752778747672,0.435006120469835
"68",0.437752636673286,0.435005908542209
"69",0.437752096790619,0.435005781385634
"70",0.437751585322829,0.435005442301432
"71",0.437750676046759,0.43500493367513
"72",0.437750448727741,0.435004594590929
"73",0.437750022504583,0.435004425048828
"74",0.437749766770688,0.435003916422526
"75",0.437749113228512,0.435003958808051
"76",0.437748971154126,0.435003534952799
"77",0.437748573345845,0.435003365410699
"78",0.437747948218546,0.435003111097548
"79",0.437747436750757,0.435002814398872
"80",0.437746953697844,0.435002348158095
"81",0.437746669549072,0.435002136230469
"82",0.437746158081282,0.435001669989692
"83",0.437745476124229,0.435001500447591
"84",0.437745191975457,0.435001288519965
"85",0.437744936241562,0.435000864664714
"86",0.437744396358895,0.435000440809462
"87",0.43774362915721,0.435000313652886
"88",0.437743345008438,0.435000059339735
"89",0.437742947200157,0.434999805026584
"90",0.43774240731749,0.434999423556858
"91",0.437741981094332,0.434999296400282
"92",0.437741782190191,0.434998999701606
"93",0.437741128648016,0.434998575846354
"94",0.437740645595103,0.434998151991102
"95",0.437740020467804,0.434997982449002
"96",0.437739707904155,0.434997770521376
"97",0.437739480585137,0.4349974738227
"98",0.437739054361979,0.434997049967448
"99",0.437738798628084,0.434996922810872
"100",0.437738542894189,0.434996371799045
"101",0.437738003011522,0.43499624464247
"102",0.437737377884224,0.434995905558268
"103",0.437736809586679,0.434995608859592
"104",0.437736468608153,0.434995354546441
"105",0.437736127629626,0.434995227389865
"106",0.437735445672573,0.434994973076714
"107",0.437735104694047,0.434994464450412
"108",0.437734735300643,0.434994167751736
"109",0.43773425224773,0.434993743896484
"110",0.437733712365063,0.434993659125434
"111",0.437733200897274,0.434993320041233
"112",0.437732661014607,0.434993150499132
"113",0.437732405280712,0.434992684258355
"114",0.43773180856829,0.434992429945204
"115",0.437731353930255,0.434992133246528
"116",0.43773089929222,0.434991836547852
"117",0.437730728802956,0.434991370307075
"118",0.437730103675658,0.434991200764974
"119",0.437729762697131,0.434991031222873
"120",0.43772916598471,0.434990734524197
"121",0.437728711346674,0.434990480211046
"122",0.437728427197902,0.434990056355794
"123",0.437727887315235,0.434989886813694
"124",0.437727262187936,0.434989632500543
"125",0.43772712011355,0.434989378187391
"126",0.437726665475515,0.434988827175564
"127",0.437726267667234,0.434988572862413
"128",0.437725926688708,0.434988276163737
"129",0.437725329976286,0.434988064236111
"130",0.437724960582882,0.434987767537435
"131",0.437724591189479,0.434987470838759
"132",0.437723994477057,0.434987089369032
"133",0.43772396606218,0.434987046983507
"134",0.437723369349758,0.434986453586155
"135",0.437722829467091,0.434986368815104
"136",0.43772223275467,0.434986156887478
"137",0.437721891776144,0.434985860188802
"138",0.437721295063722,0.434985563490126
"139",0.437720669936423,0.434985139634874
"140",0.437720328957897,0.434984970092773
"141",0.437719845904984,0.434984631008572
"142",0.437719504926458,0.434984419080946
"143",0.437719107118177,0.434983868069119
"144",0.43771856723551,0.434983613755968
"145",0.43771825467186,0.434983317057292
"146",0.43771785686358,0.434983317057292
"147",0.437717430640421,0.434982766045464
"148",0.437716890757754,0.434982511732313
"149",0.437716663438737,0.434982003106011
