Ciclo,Error medio de entrenamiento,Error medio de validación
0,0.02900563067930085,0.023427993336941788
1,0.025649610321146193,0.02254387734504212
2,0.02500339889923361,0.022070314086274294
3,0.02466534207726917,0.02180470573421339
4,0.024488957104444757,0.021653119055164708
5,0.024397607175242236,0.02156495327405149
6,0.024350794046651025,0.02151255453724782
7,0.024327174803370294,0.021480661410747698
8,0.024315537102156268,0.02146075413740779
9,0.024310016580972406,0.021448008557117294
10,0.024307565143832185,0.021439645878476535
11,0.024306612639524487,0.02143403313846933
12,0.024306360765911316,0.021430188934570913
13,0.024306411541458784,0.021427509049910115
14,0.024306572556344164,0.021425612176134565
15,0.024306755432791094,0.021424251791885073
16,0.024306923285716115,0.021423264881998402
17,0.02430706383603528,0.021422541453208363
18,0.02430717587484999,0.021422005984658515
19,0.024307262617763437,0.021421605861635145
20,0.02430732857167942,0.0214213039857522
21,0.024307378159673595,0.02142107394286411
22,0.024307415201119724,0.021420896776202025
23,0.02430744278878582,0.021420758791520923
24,0.02430746333500995,0.021420650040918532
25,0.02430747867724976,0.021420563262124413
26,0.024307490193008523,0.02142049312887111
