"";"MSETrain";"MSEValid"
"1";0,0595449290556066;0,0618491049373851
"2";0,0575986675187653;0,0609240094353171
"3";0,057392458448223;0,0607128951128791
"4";0,0573090796377145;0,0606043961468865
"5";0,0572256828756893;0,06048828125
"6";0,0570251225490196;0,0601450303021599
"7";0,0536571966433058;0,0419538610121783
"8";0,0264440080231311;0,0231175994873047
"9";0,0235598739923215;0,0224728101842544
"10";0,0227149559469784;0,0220425774069393
"11";0,022196990368413;0,0217160886876723
"12";0,0218228194292854;0,0214500943352194
"13";0,0215273404588886;0,0212220023660099
"14";0,0212811503690832;0,0210191345214844
"15";0,0210682932535807;0,020833755941952
"16";0,0208792996874043;0,0206608671300551
"17";0,0207080197801777;0,0204973243264591
"18";0,020550230437634;0,0203408005658318
"19";0,0204027033787148;0,0201898709465476
"20";0,020263781080059;0,0200437770170324
"21";0,0201319586061964;0,0199021866742302
"22";0,0200066630045573;0,0197653961181641
"23";0,0198877805822036;0,0196341301413143
"24";0,0197754459755093;0,0195091157801011
"25";0,0196700391582414;0,0193915311027976
"26";0,0195720687567019;0,0192822759291705
"27";0,0194819252163756;0,019182211932014
"28";0,0193995277554381;0,0190915298461914
"29";0,0193247237859988;0,0190102049883674
"30";0,0192570869595397;0,0189376135433421
"31";0,0191957182042739;0,0188730800853056
"32";0,0191398411171109;0,0188154826444738
"33";0,0190886538636451;0,0187639337427476
"34";0,0190414189357384;0,0187175088770249
"35";0,0189974107929305;0,0186753172032973
"36";0,0189563721301509;0,0186367225646973
"37";0,0189174936331955;0,0186011280732996
"38";0,0188806406656901;0,0185680333305808
"39";0,0188452986174939;0,0185370400372673
"40";0,0188114285936543;0,018507822822122
"41";0,0187786625880821;0,0184800978267894
"42";0,0187468629724839;0,0184536529989804
"43";0,0187159130620021;0,0184282650667078
"44";0,0186857425465303;0,0184038094913258
"45";0,0186561165603937;0,0183801179773667
"46";0,0186269154268153;0,0183570648642147
"47";0,0185981376498353;0,0183345446867101
"48";0,0185698355880438;0,0183125148100011
"49";0,018541841693953;0,0182908103045295
"50";0,0185141006170535;0,0182694906346938
"51";0,0184867036108877;0,0182484043345732
"52";0,0184594861198874;0,0182275536481072
"53";0,0184327099370021;0,0182069318434771
"54";0,0184060339834176;0,0181864772123449
"55";0,0183796916288488;0,0181661673153148
"56";0,0183536110672296;0,0181459920546588
"57";0,0183278820561428;0,0181260254803826
"58";0,0183024836521523;0,0181061497856589
"59";0,018277369480507;0,018086431166705
"60";0,018252633786669;0,018066826988669
"61";0,0182284127029718;0,0180473103242762
"62";0,0182045282102099;0,0180279092227711
"63";0,0181811194326363;0,0180085855371812
"64";0,0181580397661994;0,0179893089743221
"65";0,0181355270684934;0,0179701300228343
"66";0,0181133988324334;0,0179509308758904
"67";0,0180917193842869;0,0179317115334903
"68";0,0180704812442555;0,0179124607759364
"69";0,0180496844123392;0,0178930877236759
"70";0,0180291000067019;0,017873566571404
"71";0,0180089883243336;0,0178539489297306
"72";0,0179891713460286;0,0178341383092544
"73";0,0179696326162301;0,017814115636489
"74";0,0179503751268574;0,0177938842773438
"75";0,0179313674627566;0,0177734173045439
"76";0,0179125153784658;0,0177527068643009
"77";0,0178938502891391;0,0177317372490378
"78";0,0178754245533663;0,0177105555814855
"79";0,0178571394378064;0,0176891192267923
"80";0,0178389739990234;0,0176674618440516
"81";0,0178209716198491;0,017645617092357
"82";0,0178031263164445;0,0176235894595875
"83";0,0177853558110256;0,0176013811896829
"84";0,0177677782844095;0,0175790551129509
"85";0,0177503563376034;0,0175566628400017
"86";0,0177329822615081;0,0175341886632583
"87";0,0177158131318934;0,0175116662418141
"88";0,0176988205255247;0,0174891830893124
"89";0,0176820089302811;0,0174667638890884
"90";0,0176653903138404;0,0174443906896255
"91";0,0176489227893306;0,0174222115909352
"92";0,0176326901304956;0,0174001738604377
"93";0,017616714776731;0,0173783257428338
"94";0,0176009473613664;0,0173567334343405
"95";0,0175853355258119;0,0173354036667768
"96";0,01757002138624;0,0173144250757554
"97";0,0175549869911343;0,0172937606362736
"98";0,0175402203728171;0,017273442885455
"99";0,017525733498966;0,017253584020278
"100";0,0175114635392731;0,0172340808195226
"101";0,0174974793078853;0,0172150207968319
"102";0,0174838017482384;0,0171964589287253
"103";0,0174704159007353;0,0171783402386834
"104";0,017457254447189;0,0171606512630687
"105";0,0174444116330614;0,0171435064427993
"106";0,0174318231320849;0,0171267947028665
"107";0,0174195128796147;0,0171106035569135
"108";0,0174074733958525;0,0170948892481187
"109";0,0173957136565564;0,0170796450446634
"110";0,0173841229607077;0,0170649034836713
"111";0,0173729107426662;0,0170506163204418
"112";0,0173619154387829;0,0170368542390711
"113";0,0173510981541054;0,0170234534319709
"114";0,0173405651017731;0,0170105305839987
"115";0,017330213060566;0,0169980722315171
"116";0,0173201033648323;0,0169859796411851
"117";0,0173101657044654;0,0169742842281566
"118";0,0173004569259344;0,0169629781386432
"119";0,017290896247415;0,0169520950317383
"120";0,0172815794103286;0,016941510368796
"121";0,0172724331126494;0,0169313071755802
"122";0,0172634199553845;0,0169214170119342
"123";0,0172546147365196;0,0169118813907399
"124";0,0172458977792777;0,0169026027006262
"125";0,0172373468735639;0,0168936190885656
"126";0,017228936588063;0,0168849361644072
"127";0,0172206340116613;0,0168764877319336
"128";0,0172124615837546;0,0168683085722082
"129";0,0172045000861673;0,0168603885875029
"130";0,0171966133865656;0,0168526694353889
"131";0,0171888598273782;0,0168451511158663
"132";0,0171811735863779;0,0168378762637868
"133";0,0171736264696308;0,0168308179518756
"134";0,0171661780862247;0,0168239346672507
"135";0,0171588284361596;0,0168171961167279
"136";0,0171516029507506;0,0168106842041016
"137";0,0171444313198912;0,016804282244514
"138";0,0171373599183326;0,0167980440925149
"139";0,017130313948089;0,0167919933094698
"140";0,0171234878839231;0,0167860681870404
"141";0,0171165945015702;0,0167802799449247
"142";0,0171098596909467;0,0167745994119083
"143";0,0171032236136642;0,0167690546372358
"144";0,0170966623343673;0,0167636444989373
"145";0,0170901369581036;0,0167583263621611
"146";0,0170836130777995;0,0167531159344841
"147";0,0170773016237745;0,016748021069695
